track_name,artists_names,principal_artist_name,artist_genres,popularity,year,danceability,energy,valence,acousticness,instrumentalness,speechiness,tempo,loudness,duration_min,genre_label,cluster
¿Qué Tengo Que Hacer?,Daddy Yankee,Daddy Yankee,latin hip hop;reggaeton;trap latino;urbano latino,71,2008,0.758,0.895,0.947,0.0766,5.93e-05,0.0686,107.995,-3.95,3.641766666666667,Hip Hop,2
Free And Easy (Down The Road I Go),Dierks Bentley,Dierks Bentley,contemporary country;country;country road,59,2008,0.557,0.825,0.841,0.00525,0.00164,0.0283,120.017,-4.657,3.352,Country,2
I'm on Fire,Whitey Morgan and the 78's,Whitey Morgan and the 78's,classic texas country;modern southern rock;outlaw country,59,2008,0.565,0.629,0.346,0.0943,0.388,0.0272,93.967,-7.282,3.278,Country,3
sobeautiful,Musiq Soulchild,Musiq Soulchild,contemporary r&b;neo soul;new jack swing;r&b;urban contemporary,59,2008,0.689,0.562,0.21,0.0656,0.0,0.0637,133.987,-7.048,4.852216666666667,R&B,2
I Run To You,Lady A,Lady A,contemporary country;country;country dawn;country pop;country road,61,2008,0.655,0.786,0.378,0.163,5.99e-05,0.034,113.964,-4.451,4.266883333333333,Country,2
Buy Myself A Chance,Randy Rogers Band,Randy Rogers Band,classic texas country;outlaw country;red dirt;texas country,57,2008,0.729,0.758,0.83,0.221,0.0,0.0296,109.539,-5.376,3.693766666666667,Country,2
Waking Up In Vegas,Katy Perry,Katy Perry,pop,58,2008,0.524,0.878,0.59,0.0012,0.0,0.0346,130.989,-3.108,3.319766666666667,Pop,2
The Way I Loved You,Taylor Swift,Taylor Swift,pop,58,2008,0.433,0.7,0.398,0.0408,0.0,0.0336,160.927,-3.709,4.070433333333333,Pop,2
Ganas De Ti,Arcángel,Arcángel,latin hip hop;reggaeton;trap latino;urbano latino,70,2008,0.871,0.589,0.445,0.0581,0.000354,0.0499,112.002,-5.818,2.903333333333333,Hip Hop,1
Welcome To Heartbreak,Kanye West;Kid Cudi,Kanye West,chicago rap;hip hop;rap,62,2008,0.677,0.435,0.0729,0.0985,0.721,0.033,95.991,-11.024,4.382216666666666,Hip Hop,3
Dile al Amor,Aventura,Aventura,bachata;bachata dominicana;latin hip hop;latin pop;tropical;urbano latino,78,2009,0.825,0.605,0.944,0.0764,0.0,0.0376,124.005,-9.71,3.822666666666667,Hip Hop,1
Hotel Room Service,Pitbull,Pitbull,dance pop;miami hip hop;pop,74,2009,0.85,0.631,0.738,0.00684,0.000406,0.227,126.002,-8.401,3.96,Hip Hop,1
Party In The U.S.A.,Miley Cyrus,Miley Cyrus,pop,80,2009,0.652,0.698,0.47,0.00112,0.000115,0.042,96.021,-4.667,3.367766666666667,Pop,2
Big Green Tractor,Jason Aldean,Jason Aldean,contemporary country;country;country road;modern country rock,71,2009,0.623,0.59,0.579,0.646,0.0,0.028,137.071,-5.014,3.403333333333333,Country,0
Day 'N' Nite (nightmare),Kid Cudi,Kid Cudi,hip hop;ohio hip hop;pop rap;rap,70,2009,0.871,0.44,0.799,0.499,4.15e-06,0.0761,137.996,-6.25,3.687766666666667,Hip Hop,1
Fire Burning,Sean Kingston,Sean Kingston,dance pop;miami hip hop;pop,74,2009,0.839,0.804,0.888,0.0192,0.0,0.0329,122.973,-2.513,3.999766666666666,Hip Hop,2
Day 'N' Nite (nightmare),Kid Cudi,Kid Cudi,hip hop;ohio hip hop;pop rap;rap,74,2009,0.881,0.441,0.804,0.48,9.08e-06,0.0646,138.014,-6.278,3.687333333333333,Hip Hop,1
Pursuit Of Happiness (Nightmare),Kid Cudi;MGMT;Ratatat,Kid Cudi,hip hop;ohio hip hop;pop rap;rap,74,2009,0.63,0.605,0.266,0.484,9.29e-05,0.0414,115.277,-8.951,4.92155,Hip Hop,0
BedRock,Young Money;Lloyd,Young Money,dirty south rap;pop rap;rap;southern hip hop;trap,72,2009,0.733,0.664,0.557,0.102,0.0,0.295,148.005,-6.163,4.802216666666666,Hip Hop,1
Empire State Of Mind,JAY-Z;Alicia Keys,JAY-Z,east coast hip hop;gangster rap;hip hop;pop rap;rap,84,2009,0.491,0.956,0.811,0.0295,0.0,0.392,173.585,-1.538,4.615333333333333,Hip Hop,2
Best I Ever Had,Drake,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,80,2009,0.395,0.922,0.558,0.19,0.0,0.375,162.361,-2.176,4.294833333333333,Hip Hop,2
Forever,Drake;Kanye West;Lil Wayne;Eminem,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,76,2009,0.457,0.906,0.54,0.249,0.0,0.342,104.02,-2.278,5.961766666666667,Hip Hop,2
Right Round,Flo Rida,Flo Rida,dance pop;miami hip hop;pop;pop rap,78,2009,0.72,0.672,0.705,0.009,0.0,0.0551,124.986,-6.852,3.410666666666667,Hip Hop,2
The Climb,Miley Cyrus,Miley Cyrus,pop,71,2009,0.327,0.588,0.329,0.0834,0.0,0.0336,161.074,-6.611,3.934433333333333,Pop,2
She's Country,Jason Aldean,Jason Aldean,contemporary country;country;country road;modern country rock,75,2009,0.553,0.872,0.638,0.198,0.0,0.0782,172.138,-2.832,3.676216666666666,Country,2
My Maria,Brooks & Dunn,Brooks & Dunn,contemporary country;country;country road,71,2009,0.673,0.842,0.898,0.06,0.000257,0.0366,125.57,-4.627,3.468433333333333,Country,2
Rain Is A Good Thing,Luke Bryan,Luke Bryan,contemporary country;country;country road,71,2009,0.622,0.932,0.519,0.105,2.37e-06,0.0498,108.051,-4.66,2.936,Country,2
Run This Town,JAY-Z;Rihanna;Kanye West,JAY-Z,east coast hip hop;gangster rap;hip hop;pop rap;rap,80,2009,0.632,0.924,0.441,0.281,0.0,0.29,86.844,-1.802,4.458666666666667,Hip Hop,2
Pursuit Of Happiness (Nightmare),Kid Cudi;MGMT;Ratatat,Kid Cudi,hip hop;ohio hip hop;pop rap;rap,72,2009,0.63,0.605,0.266,0.484,9.29e-05,0.0414,115.277,-8.951,4.92155,Hip Hop,0
Neon Moon,Brooks & Dunn,Brooks & Dunn,contemporary country;country;country road,73,2009,0.698,0.632,0.458,0.554,0.0,0.0247,102.408,-6.508,4.396,Country,0
Boot Scootin' Boogie,Brooks & Dunn,Brooks & Dunn,contemporary country;country;country road,73,2009,0.656,0.817,0.862,0.22,0.0,0.0435,130.448,-4.296,3.303766666666667,Country,2
Do I,Luke Bryan,Luke Bryan,contemporary country;country;country road,66,2009,0.581,0.691,0.299,0.257,0.0,0.0333,137.985,-5.33,3.990216666666667,Country,2
Forever,Drake;Kanye West;Lil Wayne;Eminem,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,67,2009,0.415,0.926,0.542,0.253,0.0,0.374,158.423,-1.304,5.955766666666666,Hip Hop,2
Un-thinkable (I'm Ready),Alicia Keys,Alicia Keys,neo soul;pop;r&b,70,2009,0.596,0.505,0.335,0.732,1.97e-05,0.0619,86.097,-7.892,4.154,R&B,0
I'm Goin In,Drake;Lil Wayne;Jeezy,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,67,2009,0.662,0.763,0.566,0.0389,0.0,0.377,170.031,-8.455,3.7551,Hip Hop,1
Drop The World,Lil Wayne;Eminem,Lil Wayne,hip hop;new orleans rap;pop rap;rap;trap,66,2009,0.663,0.91,0.342,0.0719,0.0,0.317,144.993,-1.629,3.820433333333333,Hip Hop,2
Soundtrack 2 My Life,Kid Cudi,Kid Cudi,hip hop;ohio hip hop;pop rap;rap,68,2009,0.464,0.754,0.444,0.465,1.57e-05,0.128,86.501,-6.653,3.9271,Hip Hop,2
Crack A Bottle,Eminem;Dr. Dre;50 Cent,Eminem,detroit hip hop;hip hop;rap,74,2009,0.516,0.874,0.391,0.0864,0.0,0.186,169.561,-2.571,4.958666666666667,Hip Hop,2
Smile,Uncle Kracker,Uncle Kracker,country;pop rock;post-grunge,69,2009,0.541,0.812,0.607,0.203,0.0,0.0336,141.056,-3.764,3.360433333333333,Country,2
El Malo,Aventura,Aventura,bachata;bachata dominicana;latin hip hop;latin pop;tropical;urbano latino,76,2009,0.812,0.506,0.701,0.143,0.0,0.0533,125.941,-10.729,3.978666666666667,Hip Hop,1
Up Up & Away,Kid Cudi,Kid Cudi,hip hop;ohio hip hop;pop rap;rap,67,2009,0.66,0.881,0.586,0.0722,3.4e-05,0.0849,120.017,-6.119,3.7891,Hip Hop,2
Knock You Down,Keri Hilson;Kanye West;Ne-Yo,Keri Hilson,dance pop;hip pop;r&b;urban contemporary,68,2009,0.588,0.877,0.645,0.00952,0.0,0.16,155.165,-4.78,5.436433333333333,R&B,2
Birthday Sex,Jeremih,Jeremih,chicago rap;pop rap;r&b;southern hip hop;trap;urban contemporary,70,2009,0.679,0.522,0.445,0.297,0.0,0.0427,60.014,-5.603,3.7751,Hip Hop,0
The Truth,Jason Aldean,Jason Aldean,contemporary country;country;country road;modern country rock,69,2009,0.496,0.577,0.381,0.234,2.4e-06,0.0257,143.014,-5.305,3.97355,Country,2
Say Aah (feat. Fabolous),Trey Songz;Fabolous,Trey Songz,dance pop;r&b;southern hip hop;trap;urban contemporary,65,2009,0.724,0.87,0.81,0.00453,0.0,0.113,93.01,-3.614,3.4591,Hip Hop,2
Gettin' You Home,Chris Young,Chris Young,contemporary country;country;country road,68,2009,0.639,0.678,0.531,0.44,1.45e-06,0.0278,106.966,-5.02,3.53555,Country,2
I Know You Want Me (Calle Ocho),Pitbull,Pitbull,dance pop;miami hip hop;pop,73,2009,0.817,0.733,0.833,0.0152,4.31e-05,0.145,127.056,-6.009,3.952,Hip Hop,1
The House That Built Me,Miranda Lambert,Miranda Lambert,contemporary country;country;country dawn;country road,70,2009,0.525,0.3,0.206,0.578,8.3e-06,0.0286,80.993,-8.005,3.943766666666667,Country,0
Hotel Room Service,Pitbull,Pitbull,dance pop;miami hip hop;pop,75,2009,0.851,0.629,0.789,0.00705,0.000372,0.175,125.984,-8.385,3.960666666666667,Hip Hop,1
Smoke A Little Smoke,Eric Church,Eric Church,contemporary country;country;country road,69,2009,0.77,0.641,0.639,0.0206,0.00023,0.035,96.98,-6.077,3.188883333333334,Country,1
Brand New Man,Brooks & Dunn,Brooks & Dunn,contemporary country;country;country road,66,2009,0.641,0.762,0.647,0.0904,1.26e-06,0.0451,127.514,-4.355,2.992883333333333,Country,2
Little Bit (feat. Lykke Li),Drake;Lykke Li,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,71,2009,0.758,0.888,0.771,0.0999,0.0336,0.0374,120.392,-4.899,3.8414,Hip Hop,2
Islands in the Stream,Dolly Parton;Kenny Rogers,Dolly Parton,classic country pop;country;country dawn,72,2009,0.592,0.473,0.741,0.681,0.0,0.0354,203.989,-9.834,4.156,Country,0
Cudi Zone,Kid Cudi,Kid Cudi,hip hop;ohio hip hop;pop rap;rap,63,2009,0.706,0.691,0.597,0.546,1.3e-06,0.0338,134.751,-5.86,4.317333333333333,Hip Hop,2
Enter Galactic (Love Connection Part I),Kid Cudi,Kid Cudi,hip hop;ohio hip hop;pop rap;rap,62,2009,0.75,0.71,0.797,0.107,0.000989,0.0395,120.004,-7.936,4.336666666666667,Hip Hop,2
Beautiful,Eminem,Eminem,detroit hip hop;hip hop;rap,72,2009,0.727,0.696,0.467,0.251,0.0,0.0706,132.077,-4.472,6.5471,Hip Hop,2
THAT'S THAT,MF DOOM,MF DOOM,alternative hip hop;east coast hip hop;hip hop;instrumental hip hop,67,2009,0.499,0.728,0.853,0.235,0.0,0.385,96.089,-4.922,2.2511,Hip Hop,1
Por un Segundo,Aventura,Aventura,bachata;bachata dominicana;latin hip hop;latin pop;tropical;urbano latino,71,2009,0.811,0.562,0.965,0.137,0.0,0.0368,129.039,-10.183,4.250433333333334,Hip Hop,1
Virtual Diva,Don Omar,Don Omar,latin hip hop;puerto rican pop;reggaeton;trap latino;urbano latino,73,2009,0.785,0.881,0.729,0.212,0.0,0.0505,113.999,-4.205,3.99155,Hip Hop,2
Small Town USA,Justin Moore,Justin Moore,arkansas country;contemporary country;country;country road,62,2009,0.594,0.601,0.531,0.122,5.69e-06,0.029,131.931,-5.996,3.64755,Country,2
Soundtrack 2 My Life,Kid Cudi,Kid Cudi,hip hop;ohio hip hop;pop rap;rap,62,2009,0.464,0.754,0.444,0.465,1.57e-05,0.128,86.501,-6.653,3.9271,Hip Hop,2
Rockin' That Shit,The-Dream,The-Dream,dirty south rap;hip pop;r&b;southern hip hop;trap;urban contemporary,65,2009,0.672,0.62,0.627,0.123,0.0,0.0422,78.005,-4.865,3.698666666666667,Hip Hop,2
Bria's Interlude (feat. Omarion),Drake;Omarion,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,66,2009,0.49,0.507,0.237,0.209,0.00104,0.0849,147.037,-6.205,2.326233333333333,Hip Hop,2
When I Look At You,Miley Cyrus,Miley Cyrus,pop,64,2009,0.459,0.545,0.194,0.142,0.0,0.0282,137.941,-4.874,4.1431,Pop,2
Cowboy Casanova,Carrie Underwood,Carrie Underwood,classic oklahoma country;contemporary country;country;country dawn;country road;dance pop,65,2009,0.597,0.82,0.576,0.0328,0.0,0.0582,119.969,-2.529,3.946433333333333,Country,2
Young Forever,JAY-Z;Mr Hudson,JAY-Z,east coast hip hop;gangster rap;hip hop;pop rap;rap,68,2009,0.637,0.69,0.103,0.417,0.0,0.0693,140.329,-3.214,4.231766666666666,Hip Hop,2
Crazier,Taylor Swift,Taylor Swift,pop,68,2009,0.452,0.544,0.158,0.0631,5.33e-06,0.0277,133.042,-5.423,3.1991,Pop,2
Steady Mobbin,Young Money;Gucci Mane,Young Money,dirty south rap;pop rap;rap;southern hip hop;trap,63,2009,0.488,0.691,0.697,0.0219,0.0,0.279,156.141,-8.09,5.178883333333333,Hip Hop,2
Make Her Say,Kid Cudi;Kanye West;Common,Kid Cudi,hip hop;ohio hip hop;pop rap;rap,61,2009,0.93,0.712,0.456,0.245,1.48e-05,0.0666,99.054,-5.156,3.606883333333333,Hip Hop,1
Dysfunctional,Tech N9ne Collabos,Tech N9ne Collabos,country rap;kansas city hip hop,63,2009,0.782,0.835,0.527,0.281,0.0,0.283,80.014,-4.278,4.002883333333333,Hip Hop,1
Just a Friend,Biz Markie,Biz Markie,east coast hip hop;golden age hip hop;old school hip hop,62,2009,0.862,0.663,0.837,0.12,0.0,0.21,85.308,-9.004,3.9711,Hip Hop,1
Man On The Moon,Kid Cudi,Kid Cudi,hip hop;ohio hip hop;pop rap;rap,61,2009,0.649,0.659,0.497,0.638,2.71e-05,0.066,90.991,-8.924,3.514883333333333,Hip Hop,0
Love Your Love The Most,Eric Church,Eric Church,contemporary country;country;country road,61,2009,0.333,0.524,0.438,0.194,0.0,0.0301,73.393,-6.788,2.839766666666667,Country,0
Sideways,Dierks Bentley,Dierks Bentley,contemporary country;country;country road,61,2009,0.624,0.915,0.815,0.141,0.0,0.0364,108.046,-2.627,3.069333333333333,Country,2
Undo It,Carrie Underwood,Carrie Underwood,classic oklahoma country;contemporary country;country;country dawn;country road;dance pop,62,2009,0.476,0.84,0.648,0.11,0.0,0.058,156.254,-2.259,2.954216666666666,Country,2
Then,Brad Paisley,Brad Paisley,contemporary country;country;country road,63,2009,0.493,0.643,0.3,0.512,2.43e-05,0.0299,144.704,-5.19,5.360666666666667,Country,2
Out Last Night,Kenny Chesney,Kenny Chesney,contemporary country;country;country road,62,2009,0.64,0.822,0.395,0.42,0.000435,0.041,141.054,-4.954,3.32955,Country,2
Hell On The Heart,Eric Church,Eric Church,contemporary country;country;country road,61,2009,0.637,0.89,0.928,0.0832,1.9e-06,0.0312,123.002,-3.877,2.74555,Country,2
November 18th,Drake,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,63,2009,0.749,0.476,0.534,0.579,0.0,0.507,71.937,-11.147,3.136483333333334,Hip Hop,1
Ain't It The Same,Uncle Lucius,Uncle Lucius,classic texas country;modern southern rock;roots rock,62,2009,0.625,0.686,0.528,0.233,0.000115,0.0295,115.158,-5.002,2.388883333333333,Country,2
Lemonade,Gucci Mane,Gucci Mane,atl hip hop;dirty south rap;hip hop;pop rap;rap;southern hip hop;trap,61,2009,0.741,0.658,0.746,0.643,3.43e-06,0.0853,142.057,-7.758,4.100216666666666,Hip Hop,0
Summer Nights,Rascal Flatts,Rascal Flatts,contemporary country;country;country road,62,2009,0.541,0.895,0.657,0.0163,0.0,0.0367,102.078,-4.884,4.033766666666667,Country,2
Ain't Nothing 'Bout You,Brooks & Dunn,Brooks & Dunn,contemporary country;country;country road,63,2009,0.325,0.887,0.705,0.144,1.35e-06,0.0569,202.339,-4.199,3.32355,Country,2
Naturally,Selena Gomez & The Scene,Selena Gomez & The Scene,pop,68,2009,0.605,0.902,0.875,0.0185,1.01e-06,0.0511,132.612,-5.406,3.376433333333333,Pop,2
American Ride,Toby Keith,Toby Keith,classic oklahoma country;contemporary country;country;country road,61,2009,0.519,0.907,0.794,0.0829,1.57e-06,0.0665,174.085,-2.681,2.76155,Country,2
Su Veneno,Aventura,Aventura,bachata;bachata dominicana;latin hip hop;latin pop;tropical;urbano latino,69,2009,0.764,0.574,0.931,0.401,0.0,0.042,123.928,-9.475,4.011766666666666,Hip Hop,1
Gimmie That Girl,Joe Nichols,Joe Nichols,arkansas country;contemporary country;country;country road,60,2009,0.5,0.9,0.675,0.205,0.000251,0.117,162.249,-3.577,3.090883333333333,Country,2
Someone Else Calling You Baby,Luke Bryan,Luke Bryan,contemporary country;country;country road,60,2009,0.498,0.916,0.352,0.052,1.31e-06,0.0662,115.045,-3.728,3.820883333333333,Country,2
Punto y Aparte,Tego Calderón,Tego Calderón,latin hip hop;rap boricua;reggaeton;trap latino;urbano latino,71,2009,0.808,0.767,0.722,0.255,0.0197,0.0445,94.998,-4.912,3.44155,Hip Hop,1
Crazy Town,Jason Aldean,Jason Aldean,contemporary country;country;country road;modern country rock,60,2009,0.43,0.841,0.489,0.13,0.0,0.037,180.977,-2.99,3.057333333333333,Country,2
Beggin',Madcon,Madcon,norwegian hip hop,61,2009,0.715,0.796,0.431,0.0284,0.0,0.0534,129.04,-4.889,3.6451,Hip Hop,2
Pretty Wings - uncut,Maxwell,Maxwell,neo soul;quiet storm;r&b;urban contemporary,63,2009,0.563,0.402,0.2,0.252,2.07e-06,0.0668,115.561,-10.496,5.175333333333334,R&B,0
Swag Surfin',F.L.Y. (Fast Life Yungstaz),F.L.Y. (Fast Life Yungstaz),atl hip hop;futuristic swag,60,2009,0.731,0.927,0.669,0.015,0.0,0.0408,143.987,-5.663,4.165333333333334,Hip Hop,2
Neighbors Know My Name,Trey Songz,Trey Songz,dance pop;r&b;southern hip hop;trap;urban contemporary,59,2009,0.663,0.693,0.391,0.0379,0.0,0.0635,120.026,-5.776,3.1051,Hip Hop,2
Uptown (feat. Bun B & Lil Wayne),Drake;Bun B;Lil Wayne,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,61,2009,0.416,0.824,0.417,0.00391,0.0,0.343,85.433,-3.075,6.371033333333333,Hip Hop,2
Alive (Nightmare),Kid Cudi;Ratatat,Kid Cudi,hip hop;ohio hip hop;pop rap;rap,59,2009,0.71,0.808,0.698,0.27,0.0,0.0418,101.784,-4.877,4.112666666666667,Hip Hop,2
Empire State of Mind (Part II) Broken Down,Alicia Keys,Alicia Keys,neo soul;pop;r&b,74,2009,0.484,0.368,0.142,0.74,3.82e-05,0.0341,92.923,-7.784,3.608,R&B,0
Butterfly Fly Away,Miley Cyrus;Billy Ray Cyrus,Miley Cyrus,pop,65,2009,0.607,0.281,0.468,0.733,0.000123,0.0258,134.977,-12.632,3.154,Pop,0
I Know You Want Me (Calle Ocho),Pitbull,Pitbull,dance pop;miami hip hop;pop,71,2009,0.82,0.731,0.793,0.0133,1.94e-05,0.159,127.076,-6.02,3.952,Hip Hop,1
EveryGirl In The World,Young Money,Young Money,dirty south rap;pop rap;rap;southern hip hop;trap,59,2009,0.605,0.744,0.743,0.00291,0.0,0.252,76.171,-5.5,5.223333333333334,Hip Hop,1
Successful (feat. Trey Songz & Lil Wayne),Drake;Trey Songz;Lil Wayne,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,61,2009,0.562,0.544,0.231,0.536,0.0,0.369,159.517,-5.065,6.250833333333333,Hip Hop,0
Eight Second Ride,Jake Owen,Jake Owen,contemporary country;country;country road,59,2009,0.645,0.843,0.534,0.104,0.0,0.0475,92.357,-4.072,3.122,Country,2
Throw It In The Bag,Fabolous;The-Dream,Fabolous,gangster rap;hip hop;pop rap;rap;trap;urban contemporary,60,2009,0.789,0.55,0.696,0.174,0.0,0.0473,172.049,-7.423,3.85955,Hip Hop,2
White Liar,Miranda Lambert,Miranda Lambert,contemporary country;country;country dawn;country road,59,2009,0.35,0.777,0.42,0.0499,0.000738,0.0336,185.046,-4.33,4.796,Country,2
New Perspective,Panic! At The Disco,Panic! At The Disco,pop,59,2009,0.366,0.845,0.545,0.00339,0.0,0.118,164.024,-5.826,3.784883333333333,Pop,2
Play Something Country,Brooks & Dunn,Brooks & Dunn,contemporary country;country;country road,60,2009,0.685,0.909,0.864,0.0782,1.25e-06,0.032,115.043,-3.797,3.259766666666667,Country,2
Can't You See,The Marshall Tucker Band,The Marshall Tucker Band,album rock;blues rock;classic rock;country rock;hard rock;mellow gold;singer-songwriter;soft rock;southern rock,59,2009,0.429,0.528,0.531,0.454,0.00162,0.0309,163.89,-8.442,3.3471,Country,0
Houstatlantavegas,Drake,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,59,2009,0.683,0.695,0.406,0.393,0.00124,0.0574,135.337,-6.798,4.846516666666667,Hip Hop,2
Devil In A New Dress,Kanye West;Rick Ross,Kanye West,chicago rap;hip hop;rap,81,2010,0.435,0.76,0.206,0.0175,0.0,0.0721,80.082,-4.935,5.865766666666667,Hip Hop,2
Mr. Rager,Kid Cudi,Kid Cudi,hip hop;ohio hip hop;pop rap;rap,73,2010,0.675,0.734,0.533,0.38,0.895,0.0265,101.998,-8.659,4.90355,Hip Hop,3
DJ Got Us Fallin' In Love (feat. Pitbull),USHER;Pitbull,USHER,atl hip hop;contemporary r&b;dance pop;pop;r&b;rap;south carolina hip hop;urban contemporary,82,2010,0.663,0.861,0.654,0.0338,0.0,0.109,119.963,-3.398,3.68,Hip Hop,2
Fancy,Drake;T.I.;Swizz Beatz,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,72,2010,0.53,0.884,0.28,0.332,1.98e-06,0.457,87.194,-5.581,5.3231,Hip Hop,1
Danza Kuduro,Don Omar;Lucenzo,Don Omar,latin hip hop;puerto rican pop;reggaeton;trap latino;urbano latino,83,2010,0.4,0.915,0.878,0.0846,0.0,0.28,88.917,-4.89,3.312883333333333,Hip Hop,2
POWER,Kanye West,Kanye West,chicago rap;hip hop;rap,80,2010,0.542,0.914,0.576,0.0161,0.0,0.113,153.993,-4.747,4.868216666666667,Hip Hop,2
The One That Got Away,Katy Perry,Katy Perry,pop,74,2010,0.691,0.795,0.876,0.000812,1.02e-06,0.0355,133.971,-4.021,3.788883333333333,Pop,2
Last Friday Night (T.G.I.F.),Katy Perry,Katy Perry,pop,77,2010,0.652,0.812,0.72,0.00125,3.01e-05,0.0409,126.023,-3.797,3.84555,Pop,2
All Of The Lights,Kanye West,Kanye West,chicago rap;hip hop;rap,80,2010,0.531,0.803,0.221,0.0796,1.71e-05,0.0717,142.113,-3.284,4.99355,Hip Hop,2
The Spins,Mac Miller,Mac Miller,hip hop;pittsburgh rap;pop rap;rap,84,2010,0.794,0.766,0.55,0.0135,0.0,0.0377,127.006,-3.894,3.26455,Hip Hop,2
Love The Way You Lie,Eminem;Rihanna,Eminem,detroit hip hop;hip hop;rap,85,2010,0.749,0.925,0.641,0.241,0.0,0.227,86.989,-5.034,4.38955,Hip Hop,1
Girl With The Tattoo Enter.lewd,Miguel,Miguel,r&b,82,2010,0.372,0.239,0.127,0.856,0.000175,0.0296,113.451,-11.314,1.71355,R&B,0
Knee Deep (feat. Jimmy Buffett),Zac Brown Band;Jimmy Buffett,Zac Brown Band,contemporary country;country;country road;modern country rock,77,2010,0.715,0.584,0.609,0.432,1.41e-06,0.0296,90.99,-8.231,3.386216666666667,Country,0
Enchanted,Taylor Swift,Taylor Swift,pop,76,2010,0.455,0.623,0.208,0.0739,0.000424,0.0288,163.893,-3.878,5.869766666666667,Pop,2
Nothin' on You (feat. Bruno Mars),B.o.B;Bruno Mars,B.o.B,atl hip hop;dance pop;pop rap;rap;southern hip hop,79,2010,0.688,0.853,0.743,0.386,0.0,0.0493,103.993,-5.814,4.472,Hip Hop,2
Not Afraid,Eminem,Eminem,detroit hip hop;hip hop;rap,82,2010,0.855,0.954,0.668,0.529,0.0,0.264,114.635,-1.19,4.13555,Hip Hop,1
Super Bass,Nicki Minaj,Nicki Minaj,hip pop;pop;queens hip hop;rap,82,2010,0.723,0.86,0.667,0.271,4.56e-06,0.203,126.979,-4.357,3.33355,Hip Hop,2
Sure Thing,Miguel,Miguel,r&b,89,2010,0.684,0.607,0.498,0.0267,0.000307,0.1,81.001,-8.127,3.256216666666667,R&B,1
Bottoms Up (feat. Nicki Minaj),Trey Songz;Nicki Minaj,Trey Songz,dance pop;r&b;southern hip hop;trap;urban contemporary,74,2010,0.844,0.601,0.331,0.0205,0.0,0.157,73.989,-5.283,4.03355,Hip Hop,1
OMG (feat. will.i.am),USHER;will.i.am,USHER,atl hip hop;contemporary r&b;dance pop;pop;r&b;rap;south carolina hip hop;urban contemporary,76,2010,0.781,0.745,0.326,0.198,1.14e-05,0.0332,129.998,-5.81,4.49155,Hip Hop,2
California Gurls,Katy Perry;Snoop Dogg,Katy Perry,pop,74,2010,0.788,0.753,0.403,0.0038,0.0,0.0536,125.005,-3.71,3.910883333333333,Pop,2
All I Want Is You (feat. J. Cole),Miguel;J. Cole,Miguel,r&b,74,2010,0.776,0.603,0.921,0.0728,6.25e-05,0.0343,96.888,-5.696,4.932,R&B,1
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame;Roscoe Dash;Wale,Waka Flocka Flame,atl hip hop;dirty south rap;pop rap;rap;southern hip hop;trap,79,2010,0.76,0.595,0.361,0.00544,0.0,0.0391,131.497,-6.366,4.396216666666667,Hip Hop,2
Like A G6,Far East Movement;The Cataracs;DEV,Far East Movement,asian american hip hop;dance pop;pop rap,72,2010,0.435,0.837,0.778,0.00676,0.0,0.449,124.913,-8.126,3.614883333333333,Hip Hop,1
Teenage Dream,Katy Perry,Katy Perry,pop,76,2010,0.719,0.798,0.591,0.0162,2.34e-06,0.0361,120.011,-4.582,3.795683333333333,Pop,2
Over,Drake,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,73,2010,0.35,0.845,0.45,0.0107,0.0,0.2,99.643,-5.614,3.892666666666666,Hip Hop,2
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5;Christina Aguilera,Maroon 5,pop,74,2010,0.722,0.758,0.62,0.0111,0.0,0.0471,128.047,-4.477,3.352666666666666,Pop,2
Colder Weather,Zac Brown Band,Zac Brown Band,contemporary country;country;country road;modern country rock,72,2010,0.667,0.381,0.199,0.455,0.0,0.0294,135.975,-7.494,4.564883333333333,Country,0
Runaway,Kanye West;Pusha T,Kanye West,chicago rap;hip hop;rap,81,2010,0.374,0.568,0.111,0.219,0.00219,0.109,84.733,-3.825,9.128883333333333,Hip Hop,2
Dirt Road Anthem,Jason Aldean,Jason Aldean,contemporary country;country;country road;modern country rock,76,2010,0.68,0.741,0.635,0.347,1.87e-06,0.0357,127.024,-5.055,3.823333333333333,Country,2
Rhinestone Eyes,Gorillaz,Gorillaz,alternative hip hop;modern rock;rock,79,2010,0.676,0.703,0.852,0.0869,0.000687,0.0302,92.761,-5.815,3.336216666666667,Hip Hop,2
